Var1_1,Var1_2,Var1_3,Var1_4,Var1_5
-62111.6151391438,-8553.73031846836,306.080644556959,404.107548377306,90.83563433
-62007.2031820154,-8431.16285206086,348.290735065813,408.190980271848,91.05008833
-61890.0179159227,-8189.36059235557,384.31736131944,464.734658248551,91.25190137
-61795.5917273886,-8049.77126526775,412.25062296462,481.244529206906,91.44108249
-61733.369824203,-7966.42069511723,435.28876730646,488.11691687308,91.61766247
-61588.9705303835,-7738.45720685853,472.931169208261,521.687696879424,91.78169355
-61535.1643613735,-7615.27245911581,482.574800898127,553.624735068841,91.93324905
-61397.0729641277,-7392.81551259054,517.299639243364,587.412633737766,92.07242307
-61337.2202633173,-7327.58669116062,528.857126127943,585.665143177374,92.19933008
-61225.3692257418,-7164.11327881388,528.152207340217,609.404736758187,92.31410451
-61213.1022157075,-7200.42840935398,563.711540353111,579.028675481228,92.41690038
-61090.3189582356,-6967.33674663063,584.394316727258,634.472141979184,92.50789083
-61608.2454781495,-9190.79183859046,637.230790046838,-197.357576072299,92.58726771
-61380.6000192588,-8850.4143163056,627.509904263823,-117.62034438822,92.6552411
-61248.6025439116,-8553.54983674531,756.026107575492,-12.5667798421699,92.71203882
-61041.3090885047,-8274.85107498526,824.350121011864,47.4158788307041,92.75790598
-60946.9316670166,-8148.23430868049,857.512693713244,70.4040148774469,92.79310447
-60810.1101055449,-7951.84058556317,888.330633331707,108.012354882682,92.81791243
-60707.0940053302,-7786.73726460787,918.791708814238,145.439597155096,92.83262375
-60460.0486302366,-7429.1913986827,972.352951419631,216.900738421353,92.83754756
-60391.5082612394,-7379.62392154635,987.972172235892,208.717484832732,92.83754756
-60406.0966475834,-7395.99149202851,983.13222910466,193.993575682818,92.83754756
-60341.4253518705,-7337.52837456134,993.939197861263,190.909095752186,92.83754756
-60206.1495631882,-7134.52641003919,1019.14978714464,229.377524331049,92.83754756
-60045.125390763,-6943.85158743727,1050.16922190792,251.42666081136,92.83754756
-59868.1127340578,-6716.9219324547,1078.55238690451,277.884496324181,92.83754756
-59714.6913114685,-6540.51809942273,1098.96271045433,292.206309878221,92.83754756
-59593.426795892,-6404.03195259395,1130.23307134349,315.590424518064,92.83754756
-59422.2942569132,-6254.30714463859,1161.33341717224,319.005148272237,92.83754756
-59205.8141320886,-6037.65063262028,1175.92420395801,321.162532844889,92.83754756
-59041.1617818988,-5829.7461466453,1184.20877148886,341.681211889345,92.83754756
-58774.124080754,-5521.69695335841,1216.7502142141,384.651565596504,92.83754756
-58629.0909052539,-5392.30518828425,1241.62284942712,399.088901573044,92.83754756
-58383.3928437013,-5142.08871999529,1249.1941353995,400.559400446049,92.83754756
-58217.5475416844,-4974.56404686666,1230.023436055,435.472981124173,92.83754756
-57989.2115419146,-4694.9924466657,1289.18184756636,490.200196086943,92.83754756
-57707.0316161549,-4328.89110380831,1287.36790598351,548.817669750137,92.83754756
-57377.5119324474,-4008.75147940017,1302.0680607087,578.988614948745,92.83754756
-57279.9698967952,-3904.31924632621,1349.40463757892,583.449921596666,92.83754756
-56850.6546781304,-3448.67826097781,1299.8200318778,635.751241942182,92.83754756
-56751.0376624775,-3387.65837545427,1308.38415612218,631.398840450092,92.83754756
-56284.1352230041,-2912.88616898788,1298.31206464937,673.340775951492,92.83754756
-55785.1205557137,-2384.15558536725,1278.52646353185,723.206494174873,92.83754756
-55542.5907909658,-2173.00555726791,1286.81463037548,748.39103571093,92.83754756
-60141.7494731997,-7878.57936608636,1264.24650692107,-282.947067231138,92.83754756
-59127.4541856572,-6591.36593638618,1441.76607367948,2.98381654499323,92.83754756
-58566.8680678465,-5927.82321579282,1501.5427984837,118.153794685221,92.83754756
-58162.3918533383,-5496.32574616483,1546.80940316345,180.335051945115,92.83754756
-57928.4133913437,-5191.90878216205,1543.85854217042,226.780826147744,92.83754756
-57573.1401318974,-4821.23435313247,1563.48201497012,261.13190864109,92.83754756
-57425.7031663493,-4721.48364285161,1577.9558630127,253.77676807945,92.83754756
-57155.9099688376,-4432.31872917576,1582.50318455678,287.614597816093,92.83754756
-56895.0723030533,-4223.72670149985,1607.71074168753,298.53355218791,92.83754756
-56524.4101417092,-3899.56472917517,1619.71219269261,316.047574827309,92.83754756
-56621.5326941061,-4044.19424365537,1644.86594073834,288.342845100151,92.83754756
-56100.5525177605,-3595.21427879053,1664.12485226563,322.046474227527,92.83754756
-55815.401059698,-3352.94989487464,1666.24616849435,326.511241158699,92.83754756
-55447.149012324,-3069.85210568491,1674.60831671941,330.042784175337,92.83754756
-55063.6129364008,-2811.56159972448,1681.73642729853,327.640859133886,92.83754756
-54453.6717215786,-2348.16630156303,1708.17459850852,359.720429566002,92.83754756
-54089.1630331589,-2095.27444337617,1708.55893111836,351.864838706302,92.83754756
-53423.9547838089,-1548.30621327726,1700.65876829509,395.452557824334,92.83754756
-52990.1258485289,-1182.48324309439,1675.11409790601,418.933639059084,92.83754756
-52291.7733198424,-633.536702338311,1653.53444684778,465.344969056096,92.83754756
-51776.2911779567,-265.965553849915,1646.60697547749,476.084822284898,92.83754756
-51283.9823405147,183.657774020111,1608.63664967589,527.164131932728,92.83754756
-50773.1598847467,362.245824353641,1635.47332191562,480.874038164987,92.83754756
-51091.705466508,38.7995793701117,1699.87341237834,445.72222327121,92.83754756
-50534.4438036097,395.899316772932,1703.83385942459,467.969265363655,92.83754756
-49753.8516851945,938.885127560143,1665.74709178963,493.519186166894,92.83754756
-49069.328689289,1357.40186960272,1645.27266498642,498.800843545104,92.83754756
-48937.0748393755,1532.60771816755,1610.46906052662,514.696757257999,92.83754756
-48723.1760117698,1509.54864130412,1656.16140585625,469.629538596938,92.83754756
-48461.7872609761,1700.22836455529,1643.69005399563,485.583104249753,92.83754756
-48023.3535835337,1898.24344754524,1657.53616456789,485.144324530348,92.83754756
-47704.023138585,1932.78555507561,1706.635066723,460.346691695527,92.83754756
-46787.9218758915,-692.51855108516,2718.88380891842,-201.476238394111,92.83754756
-45695.2891437446,348.210020635155,2534.06549460662,-42.8716486088941,92.83754756
-45191.0656417699,654.068815823477,2512.67462281696,-18.4459265087876,92.83754756
-43314.0658911019,1813.7769415411,2377.84231007124,66.9523875487132,92.83754756
-42205.6187213926,2464.12925414453,2310.92959511794,102.881338217115,92.83754756
-41675.5960663932,2760.10586172295,2389.47967318835,101.855662580868,92.83754756
-41400.8527619958,2829.27106139893,2281.17086261564,103.605367012554,92.83754756
-41422.9168156286,2665.85367230517,2345.29615047451,64.8913124895604,92.83754756
-41097.3941215334,2730.05505494092,2361.65486409126,46.7609768664224,93.11895181
-40488.6793204896,3084.83891834003,2366.79150755194,57.3098239928606,93.44953482
-39159.9849827103,3656.76980174694,2265.6121975408,53.1545274011614,93.79772956
-38573.4357197198,3971.67177955476,2215.94188966679,58.5827787275885,94.1637065
-38267.3200928065,3869.57925002471,2282.04105448183,6.18212019225274,94.54762299
-37138.1129786429,4334.61339638409,2242.97363770771,1.92683219428085,94.94962314
-36645.7179270286,4416.92883045729,2263.76173021882,-13.1731734683561,95.36983781
-35830.1799086661,4863.39735068492,2192.63218350631,1.98907648202415,95.80838454
-35177.1850893626,5407.40984395119,2086.03781279721,78.8848506980069,96.26536749
-33790.369493642,5972.85112001046,1812.76742402684,77.2658437551879,96.74087746
-33942.0788315964,6022.63994317736,1995.10324046243,97.2051854601147,97.23499183
-32211.5397472846,6792.45569991426,1888.06847684254,126.846617947431,97.74777459
-31355.2324467472,7145.43410088817,1839.59179784835,108.307952393435,98.27927631
-30102.2118723921,7517.48042686816,1730.31705704484,105.579797138701,98.82953419
-29462.5769252421,7653.58515413988,1801.79953520827,61.8941597919214,99.39857206
-27693.3052407966,8549.36273888573,1628.49995170411,124.707882467676,99.98640043
-26805.3736855871,8758.33655218152,1625.45750143728,106.671427988131,100.5930165
-25565.220217704,9292.21835202234,1472.1364140937,128.500837544028,101.2184044
-25175.4985547348,9620.11778152333,1453.83674628564,151.411391366536,101.8625349
-23208.720752926,10631.1150907045,1234.562533061,225.615486419564,102.5253658
-21558.2170876816,11410.9727203321,1025.90164686402,242.762500679543,103.2068418
-19130.2178916184,12615.619207362,742.549722388988,326.417628104907,103.9068949
-16381.0943883327,14068.981953564,357.634711057622,404.773486077531,104.6254442
-14343.2377988884,14726.2817708194,224.670406071664,419.753944866389,105.362396
-22332.0069120464,8005.58421008773,2510.50018517547,-224.506658772493,106.1176442
-20156.3318662062,9205.89975011881,2060.60276738195,-150.592941085674,106.8910702
-18266.6911249095,9947.42024642093,1911.37500654971,-122.847380306356,107.6825431
-15589.1234036181,10669.0476464898,1795.5782602373,-126.545943848568,108.4919199
-15521.5532809226,10467.0633455509,1896.44824950119,-165.498776818595,109.3190454
-15022.5008424157,10305.7124823127,2000.69214111815,-213.162638083348,110.1637529
-13749.9752318684,10661.0731444516,1930.98039328869,-223.107966970847,111.0258638
-11851.5751386483,10931.1892540532,1962.70640463341,-259.871669625974,111.9051881
-11150.0932801609,10833.4455540217,2037.97359171933,-320.224326806615,112.8015244
-9540.08589007787,10986.0386736338,2067.6754438854,-364.489212838542,113.7146603
-8712.32452883333,11071.0288548821,2093.128994395,-389.281868494689,114.6443724
-7207.01039955472,11558.1834059265,1984.23845347734,-369.145762980718,115.5904267
-5345.3708175227,11983.1853728843,1904.22159781647,-405.866840696315,116.5525786
-4325.05709201782,12699.5207641573,1681.6474021142,-351.666641661911,117.5305732
-3725.08568062896,13152.9898136432,1544.28068162637,-312.357485924437,118.5241458
-1328.22475289772,14216.7567302289,1246.27262410739,-241.420039265479,119.5330215
-375.823331543453,14886.4451905656,1027.29893161569,-163.946294450854,120.556916
1217.59255132554,15707.7586181881,786.932280482147,-103.197591844345,121.5955358
1828.07318786052,16015.6289109936,692.28145496246,-102.279776850188,122.648578
3022.00433674834,16731.3177746636,478.518303039347,-42.8683129832047,123.715731
4248.73630251455,17355.1205033925,270.497807204614,1.22682698981937,124.7966747
6032.67263521241,17857.9444300269,186.625233344743,28.6513782803919,125.8910804
7662.76629455253,18502.8192303788,2.16622971043767,55.4790760192043,126.9986117
9864.54945382871,19020.5161265414,-90.2337014110682,41.3293633548473,128.1189241
9622.28059881122,18735.9946574142,60.3051371707369,-0.320122494531639,129.2516656
12782.938829818,19622.5284696231,-305.433404566863,1.04882132702251,130.3964771
13625.1448025205,19590.4929837173,-144.267335720461,-41.5992087414342,131.5529925
15498.9066353264,19910.4131066307,-179.134225066077,-59.5246291437953,132.7208389
19477.8702380313,21250.3434149017,-588.445849346025,11.0935653096319,133.8996371
24976.6857173932,23115.4948400265,-1197.56546917362,75.2127586120848,135.0890018
28062.9188862774,24199.4697445055,-1571.53577553589,135.175289703863,136.2885418
30825.9633680777,25292.352391385,-1952.51847457712,180.252393976139,137.4978605
23190.1682498374,18458.6273794958,763.40651964961,-540.296458709328,138.716556
29335.5986708253,21748.8060964616,-450.894433774255,-284.77108403087,139.9442215
34069.0312422283,23427.9526801516,-1043.68730880204,-198.965251738738,141.1804455
38167.7920765753,24772.1479500747,-1514.36071346007,-124.45824891727,142.4248124
44480.4406888578,26885.4809047957,-2278.89994298293,-17.0425234633094,143.6769023
56179.9256630128,30552.1267424111,-3667.89695100937,157.068673171212,144.9362918
67666.6728544814,34222.9765040598,-5124.17514367967,297.030416046693,146.202554
73389.1068196474,35549.0241495692,-5660.22701673902,352.703231004394,147.475259
67713.5379968607,33033.6724140366,-4347.36413698994,167.757242166868,148.7539741
73597.5028840202,34435.122943879,-5180.33153314728,208.94784693562,150.0382639
66269.3403544068,30921.3556329346,-3700.29316647232,-33.9363655217369,151.3276912
67090.8323824462,30913.4703358361,-3677.18218327316,-41.4226097388349,152.6218167
71861.6912867583,31528.013019922,-4090.17776917891,-64.8321369216621,153.9201996
72988.997173173,31522.1467939077,-3867.35000738021,-123.5969932636,155.2223977
70749.3268668631,29964.6794191112,-3208.83251118521,-250.396226616722,156.5279683
75543.3824344702,31016.2814013667,-3599.30506401709,-207.847261207212,157.8364676
79041.5915680656,31794.2138913418,-3877.30916468228,-147.127675743261,159.1474517
81392.6565470066,32361.1916622513,-4112.57413125953,-170.573390781993,160.4604766
85277.8165088813,33661.7351786099,-4620.72663257072,-96.6873618620013,161.7750987
92477.0529722118,35992.2116398587,-5567.12499418734,13.4872893862638,163.090875
92507.9048027216,35936.3517129216,-5517.30747059528,1.22063882655028,164.4073631
92613.0947062521,36155.15391659,-5600.44854938919,29.3273595640486,165.724122
91225.4800618802,35529.5681610344,-5327.53635026127,-29.4634057078988,167.0407123
95192.9995098021,36716.2155120395,-5782.82993734439,34.3738641563255,168.3566961
94705.3264517487,36773.2075262475,-5849.3106409277,-27.8939713543632,169.6716378
92518.3326511262,35950.4435085589,-5450.60958539784,-43.4342735742509,170.9851038
90476.7956215799,34935.5215082185,-5006.72740226358,-123.160402111634,172.2966636
94919.7106250412,35556.5347101686,-5647.23472574433,-77.4826071262755,173.6058893
92872.0697087322,35104.5713357472,-5040.38366721141,-143.338647630835,174.9123562
102712.12526125,38021.9190924091,-6271.31044215026,23.2742839858425,176.2156432
103817.806355218,37992.0149673168,-6219.24467849223,9.96325642285842,177.5153329
99422.1696812856,36550.9540616259,-5583.82095235206,-93.4518375971437,178.8110119
81417.1074262874,21967.2943223504,675.944855541755,-1056.56028885652,180.102271
87116.7370759567,24030.9954375185,-158.58471726896,-899.746787615645,181.3887056
92068.6255716658,25341.1943200405,-669.435042817766,-835.99202344061,182.6699161
100103.732556383,26974.6740288313,-1307.35558943126,-749.097391634814,183.9455075
100474.621871586,27176.020014492,-1139.13120971976,-762.293258977513,185.2150905
112026.24656167,29797.2457596632,-2442.59282341225,-552.352824691239,186.4782811
117394.108224656,30967.1587281977,-2930.05128736923,-503.907782145816,187.7347013
128822.256695609,33168.0106862939,-3880.51729692581,-394.511612196169,188.9839787
138650.974075113,35243.5864887892,-4856.57586229671,-200.448213976493,190.2257477
131595.23525396,33397.2852201541,-3848.20302518797,-329.880005129421,191.4596487
128501.840256259,32578.9401327057,-3449.21654492724,-386.261787797018,192.685329
121727.513708395,31291.9994728385,-2937.19516071187,-536.13006677507,193.9024428
109438.238138803,28131.6503406821,-1610.01166076647,-750.346408876279,195.1106513
108126.431233139,27559.6164036423,-1318.28025092838,-802.4715287052,196.3096231
113430.799905258,28888.9827004872,-1863.89655056619,-737.614903419779,197.4990343
116489.557807846,29506.2006839799,-2061.51509177809,-671.25489004455,198.6785687
117754.889112987,29293.9421298883,-1930.59756592716,-685.170383039903,199.8479179
114527.299007053,28519.0238208081,-1441.27566503524,-752.052600037226,201.0067816
108985.327972308,26359.5247008668,-476.665097975438,-935.712427679948,202.1548679
91024.9223267365,22663.0351208769,918.346724953208,-1244.13115507379,203.291893
62110.6778582102,16181.9939599747,3222.59088772345,-1742.41239347846,204.417582
47020.0952163498,12468.5062111753,4456.84239032845,-2000.80900517469,205.5316685
39042.3781325868,10950.5523330613,4871.78881935859,-2104.52617938826,206.6338951
40051.8905314519,10981.5080554977,4898.72735337051,-2130.08568438187,207.7240132
42193.400172137,11379.3146405548,4821.625795081,-2113.13521964879,208.8017835
44736.9376455576,11809.4385132599,4729.78587418595,-2090.75871669764,209.8669762
48230.0252948414,12553.9502693805,4519.27159536659,-2050.12821018592,210.9193705
-64575.8748827362,-14879.741271655,-5180.83401057122,-1961.30768939506,48.89261732
-64520.1447781903,-14424.4887979078,-4325.39703695556,-1757.25845993829,49.57081504
-64442.1665081493,-13933.8188061889,-3507.36148520254,-1317.86510923133,50.30286727
-64399.4402192529,-13724.986984704,-3184.49931929991,-1153.02591953595,51.08365203
-64360.2202709041,-13699.9655773588,-3067.80915905102,-1352.0664421871,51.90828793
-64351.8626256621,-13649.0101393169,-2996.13587215837,-1286.67693279211,52.77212655
-64341.8799463065,-13591.7120888728,-2916.02854799705,-1218.82238903872,53.6707451
-64338.763158507,-13558.2994539401,-2875.76505817442,-1170.91989575213,54.5999392
-64378.7286859353,-13577.4847305084,-2968.12143322344,-1038.47476786651,55.55571585
-64380.7983594352,-13574.8385177477,-2972.29492256944,-1018.38568092074,56.53428648
-64368.0691746777,-13511.0317445375,-2888.03711903092,-968.676881349343,57.53206029
-64355.7290007207,-13440.0980923076,-2800.20511615392,-896.058806342,58.54563763
-64160.2830508264,-13306.2153338484,-2360.39094158591,-1526.61730011359,59.57180359
-63969.9916087109,-13056.8069338235,-1903.60299352787,-1690.66287084222,60.60752172
-63755.0478968412,-12849.1258518576,-1513.38065624423,-1892.09473532455,61.64992794
-63508.6188541737,-12672.5483056465,-1163.91864904076,-2125.74700252407,62.69632451
-63186.4194946834,-12483.9545893701,-790.776552167259,-2350.30378131623,63.74417426
-62828.0876313865,-12327.478280444,-459.774194759989,-2601.17851808482,64.79109482
-62396.3138450258,-12170.503005875,-119.828244983688,-2853.24641767698,65.83485314
-61884.3713449894,-11993.1942876252,241.431986562162,-3064.46076487597,66.87336002
-64350.5198329036,-13592.0175735952,-2849.59166002939,-1206.92846380221,67.90466485
-64296.383497512,-13426.6239519249,-2589.7325122213,-1118.82607494463,68.92695045
-64281.546482276,-13372.8443803261,-2513.59862103002,-1079.69272186537,69.93852803
-64262.4525186726,-13322.1432914211,-2438.93072361911,-1073.3050649911,70.93783235
-64239.1255023437,-13251.7500633912,-2338.82498399146,-1039.12374544343,71.92341685
-64219.1211675946,-13182.914778389,-2246.6864785298,-990.090913583856,72.89394911
-64216.8992559452,-13178.5200252388,-2244.4205924661,-1001.60030459534,73.84820624
-64206.6571778879,-13148.0595551877,-2203.73390975655,-989.741070884385,74.78507049
-64192.915447972,-13114.8715192767,-2158.44640421657,-989.435122224655,75.70352498
-64176.178904169,-13061.6180648809,-2090.43443442529,-956.734674364091,76.6026495
-64164.4156298579,-13036.3935342253,-2057.61243916625,-965.988543049886,77.48161641
-64164.3904268511,-13035.8390900469,-2056.77632201528,-972.158593472909,78.33968677
-64112.2099055976,-12480.2091158634,-1759.86722815376,-311.566841587758,79.17620637
-64190.2215493318,-12732.5468740433,-2023.29304649824,-450.131839511959,79.99060207
-64199.7568115759,-12753.8418088417,-2052.7476030736,-456.531635870671,80.78237816
-64186.1196432558,-12706.3327908063,-2009.66547080738,-442.024857597832,81.55111275
-64169.3213448812,-12631.9071735923,-1947.3514655714,-395.479504897947,82.2964544
-64171.512566888,-12623.254098176,-1944.52400371891,-377.400866702769,83.01811874
-64161.7980500925,-12577.3483169619,-1908.33941618908,-349.012517831582,83.71588526
-64158.529579131,-12549.4694016306,-1892.55730656244,-325.919547099845,84.38959411
